x_2 y_2 r_2 " " x_1 y_1 r_1 " " dx dy dr " " abs(dx+dy)% dr%
0.214 0.72 0.038 " " 0.211719 0.720312 0.042 " " 0.002 0.0 0.004 " " 0.002 0.4
0.06 0.178 0.032 " " 0.0570313 0.178906 0.03 " " 0.003 0.001 0.002 " " 0.10300000000000001 0.2
0.069 0.729 0.051 " " 0.0671875 0.732813 0.047 " " 0.002 0.004 0.004 " " 0.402 0.4
0.461 0.111 0.041 " " 0.460938 0.110156 0.038 " " 0.0 0.001 0.003 " " 0.1 0.3
0.023 0.053 0.028 " " 0.0226563 0.0546875 0.027 " " 0.0 0.002 0.001 " " 0.2 0.1
0.845 0.248 0.029 " " 0.844531 0.248437 0.027 " " 0.0 0.0 0.002 " " 0.0 0.2
0.791 0.487 0.033 " " 0.792188 0.486719 0.031 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.822 0.313 0.034 " " 0.821875 0.308594 0.032 " " 0.0 0.005 0.002 " " 0.5 0.2
0.255 0.284 0.028 " " 0.25625 0.284375 0.027 " " 0.002 0.0 0.001 " " 0.002 0.1
0.185 0.418 0.035 " " 0.185156 0.417969 0.037 " " 0.0 0.0 0.002 " " 0.0 0.2
0.259 0.155 0.024 " " 0.259375 0.157813 0.027 " " 0.0 0.002 0.003 " " 0.2 0.3
0.23 0.403 0.036 " " 0.228125 0.405469 0.034 " " 0.002 0.002 0.002 " " 0.202 0.2
0.166 0.228 0.039 " " 0.165625 0.226562 0.034 " " 0.0 0.002 0.005 " " 0.2 0.5
0.012 0.469 0.025 " " 0.0125 0.471094 0.025 " " 0.001 0.002 0.0 " " 0.201 0.0
0.319 0.758 0.031 " " 0.317969 0.757812 0.031 " " 0.001 0.0 0.0 " " 0.001 0.0
0.422 0.21 0.044 " " 0.420312 0.207813 0.04 " " 0.002 0.002 0.004 " " 0.202 0.4
0.505 0.588 0.028 " " 0.503906 0.589844 0.027 " " 0.001 0.002 0.001 " " 0.201 0.1
0.485 0.804 0.051 " " 0.479688 0.804688 0.049 " " 0.005 0.001 0.002 " " 0.10500000000000001 0.2
0.441 0.402 0.036 " " 2 2 2 " " 2 2 2 " " 202 200
0.107 0.08 0.032 " " 0.107813 0.08125 0.028 " " 0.001 0.002 0.004 " " 0.201 0.4
0.62 0.302 0.028 " " 0.620313 0.299219 0.03 " " 0.001 0.002 0.002 " " 0.201 0.2
0.597 0.492 0.036 " " 0.597656 0.492188 0.034 " " 0.001 0.0 0.002 " " 0.001 0.2
0.22 0.304 0.028 " " 0.219531 0.307031 0.029 " " 0.001 0.003 0.001 " " 0.301 0.1
0.151 0.664 0.025 " " 0.151562 0.666406 0.026 " " 0.001 0.002 0.001 " " 0.201 0.1
0.665 0.111 0.029 " " 0.664062 0.107031 0.03 " " 0.001 0.004 0.001 " " 0.401 0.1
0.721 0.53 0.032 " " 0.720312 0.528906 0.031 " " 0.001 0.001 0.001 " " 0.101 0.1
0.658 0.188 0.023 " " 0.65625 0.189844 0.028 " " 0.002 0.002 0.005 " " 0.202 0.5
0.729 0.126 0.036 " " 0.732031 0.128906 0.033 " " 0.003 0.003 0.003 " " 0.303 0.3
0.783 0.082 0.036 " " 0.780469 0.08125 0.038 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.121 0.782 0.028 " " 0.119531 0.78125 0.026 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.242 0.466 0.023 " " 0.242969 0.467187 0.024 " " 0.001 0.002 0.001 " " 0.201 0.1
0.796 0.428 0.03 " " 0.796875 0.428906 0.031 " " 0.001 0.001 0.001 " " 0.101 0.1
0.787 0.757 0.058 " " 0.786719 0.75625 0.058 " " 0.0 0.001 0.0 " " 0.1 0.0
0.043 0.221 0.035 " " 0.0429688 0.222656 0.036 " " 0.0 0.002 0.001 " " 0.2 0.1
0.32 0.705 0.037 " " 0.31875 0.707812 0.034 " " 0.002 0.002 0.003 " " 0.202 0.3
0.533 0.337 0.026 " " 0.532812 0.3375 0.023 " " 0.0 0.001 0.003 " " 0.1 0.3
0.402 0.691 0.026 " " 0.402344 0.689844 0.028 " " 0.001 0.001 0.002 " " 0.101 0.2
0.158 0.096 0.03 " " 0.157031 0.09375 0.028 " " 0.001 0.002 0.002 " " 0.201 0.2
0.505 0.459 0.044 " " 0.505469 0.455469 0.049 " " 0.001 0.003 0.005 " " 0.301 0.5
0.06 0.475 0.025 " " 2 2 2 " " 2 2 2 " " 202 200
0.716 0.281 0.029 " " 0.717188 0.282031 0.027 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.32 0.134 0.036 " " 0.319531 0.132031 0.037 " " 0.0 0.002 0.001 " " 0.2 0.1
0.472 0.621 0.034 " " 0.474219 0.624219 0.03 " " 0.002 0.003 0.004 " " 0.302 0.4
0.367 0.753 0.032 " " 0.36875 0.749219 0.029 " " 0.002 0.004 0.003 " " 0.402 0.3
0.799 0.585 0.032 " " 0.798437 0.584375 0.031 " " 0.001 0.001 0.001 " " 0.101 0.1
0.42 0.111 0.029 " " 0.420312 0.114063 0.03 " " 0.001 0.003 0.001 " " 0.301 0.1
0.971 0.598 0.041 " " 0.971875 0.601562 0.044 " " 0.001 0.003 0.003 " " 0.301 0.3
0.161 0.491 0.053 " " 0.1625 0.496094 0.055 " " 0.002 0.005 0.002 " " 0.502 0.2
0.512 0.26 0.032 " " 0.5125 0.260156 0.03 " " 0.001 0.0 0.002 " " 0.001 0.2
0.256 0.329 0.026 " " 0.258594 0.328125 0.027 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.064 0.821 0.025 " " 0.059375 0.816406 0.03 " " 0.005 0.004 0.005 " " 0.405 0.5
0.101 0.512 0.022 " " 0.103125 0.510938 0.026 " " 0.002 0.002 0.004 " " 0.202 0.4
0.9 0.119 0.035 " " 0.898438 0.114844 0.033 " " 0.002 0.004 0.002 " " 0.402 0.2
0.289 0.15 0.021 " " 0.288281 0.150781 0.021 " " 0.001 0.001 0.0 " " 0.101 0.0
0.18 0.575 0.021 " " 0.178125 0.575 0.021 " " 0.002 0.0 0.0 " " 0.002 0.0
0.905 0.38 0.035 " " 0.907031 0.382031 0.035 " " 0.002 0.002 0.0 " " 0.202 0.0
0.619 0.177 0.025 " " 0.617969 0.176563 0.025 " " 0.001 0.001 0.0 " " 0.101 0.0
0.777 0.334 0.027 " " 0.777344 0.330469 0.023 " " 0.001 0.003 0.004 " " 0.301 0.4
0.748 0.615 0.04 " " 0.750781 0.614844 0.037 " " 0.003 0.0 0.003 " " 0.003 0.3
0.97 0.221 0.033 " " 0.967188 0.225 0.042 " " 0.002 0.004 0.009 " " 0.402 0.8999999999999999
0.74 0.416 0.029 " " 0.739062 0.417188 0.026 " " 0.001 0.001 0.003 " " 0.101 0.3
0.336 0.241 0.044 " " 0.339063 0.240625 0.038 " " 0.003 0.001 0.006 " " 0.10300000000000001 0.6
0.869 0.291 0.029 " " 0.869531 0.290625 0.033 " " 0.001 0.001 0.004 " " 0.101 0.4
0.205 0.857 0.022 " " 0.202344 0.858594 0.023 " " 0.003 0.002 0.001 " " 0.203 0.1
0.708 0.446 0.051 " " 0.707031 0.460938 0.042 " " 0.001 0.015 0.009 " " 1.501 0.8999999999999999
0.263 0.701 0.052 " " 0.2625 0.700781 0.047 " " 0.0 0.0 0.005 " " 0.0 0.5
0.725 0.08 0.023 " " 0.723437 0.0796875 0.023 " " 0.002 0.0 0.0 " " 0.002 0.0
0.588 0.084 0.028 " " 0.589063 0.084375 0.028 " " 0.001 0.0 0.0 " " 0.001 0.0
0.223 0.259 0.021 " " 2 2 2 " " 2 2 2 " " 202 200
0.638 0.688 0.031 " " 0.639844 0.684375 0.036 " " 0.002 0.003 0.005 " " 0.302 0.5
0.982 0.345 0.025 " " 2 2 2 " " 2 2 2 " " 202 200
0.848 0.055 0.032 " " 0.849219 0.05625 0.034 " " 0.001 0.002 0.002 " " 0.201 0.2
0.724 0.176 0.032 " " 0.722656 0.175 0.03 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.015 0.17 0.028 " " 0.0171875 0.167969 0.028 " " 0.002 0.002 0.0 " " 0.202 0.0
0.586 0.294 0.025 " " 0.585938 0.29375 0.025 " " 0.0 0.0 0.0 " " 0.0 0.0
0.676 0.238 0.031 " " 2 2 2 " " 2 2 2 " " 202 200
0.191 0.528 0.037 " " 0.192969 0.522656 0.028 " " 0.002 0.005 0.009 " " 0.502 0.8999999999999999
0.157 0.302 0.027 " " 0.159375 0.303906 0.028 " " 0.002 0.002 0.001 " " 0.202 0.1
0.574 0.345 0.038 " " 0.575 0.335938 0.032 " " 0.001 0.009 0.006 " " 0.9009999999999999 0.6
0.21 0.772 0.021 " " 0.209375 0.774219 0.024 " " 0.001 0.002 0.003 " " 0.201 0.3
0.887 0.428 0.026 " " 0.888281 0.428906 0.029 " " 0.001 0.001 0.003 " " 0.101 0.3
0.86 0.484 0.033 " " 0.857813 0.482812 0.034 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.064 0.277 0.038 " " 0.0664062 0.276563 0.034 " " 0.002 0.001 0.004 " " 0.10200000000000001 0.4
0.618 0.593 0.03 " " 0.617969 0.590625 0.03 " " 0.0 0.002 0.0 " " 0.2 0.0
0.385 0.803 0.025 " " 0.385156 0.8 0.027 " " 0.0 0.003 0.002 " " 0.3 0.2
0.072 0.648 0.036 " " 0.0726563 0.647656 0.036 " " 0.001 0.0 0.0 " " 0.001 0.0
0.536 0.174 0.105 " " 0.529688 0.157031 0.085 " " 0.006 0.017 0.02 " " 1.7060000000000002 2.0
0.711 0.658 0.128 " " 0.70625 0.652344 0.126 " " 0.005 0.005 0.002 " " 0.505 0.2
0.805 0.667 0.027 " " 0.802344 0.665625 0.028 " " 0.002 0.002 0.001 " " 0.202 0.1
0.408 0.411 0.025 " " 0.40625 0.408594 0.027 " " 0.002 0.002 0.002 " " 0.202 0.2
0.302 0.876 0.088 " " 0.3 0.872656 0.083 " " 0.002 0.004 0.005 " " 0.402 0.5
0.236 0.862 0.022 " " 0.2375 0.860156 0.025 " " 0.002 0.002 0.003 " " 0.202 0.3
0.607 0.423 0.028 " " 0.607031 0.424219 0.03 " " 0.0 0.001 0.002 " " 0.1 0.2
0.312 0.603 0.038 " " 0.310937 0.603906 0.038 " " 0.002 0.001 0.0 " " 0.10200000000000001 0.0
0.49 0.391 0.034 " " 0.486719 0.391406 0.035 " " 0.003 0.001 0.001 " " 0.10300000000000001 0.1
0.041 0.695 0.025 " " 0.0414063 0.695312 0.027 " " 0.001 0.0 0.002 " " 0.001 0.2
0.113 0.294 0.027 " " 0.1125 0.29375 0.025 " " 0.0 0.0 0.002 " " 0.0 0.2
0.005 0.659 0.016 " " 2 2 2 " " 2 2 2 " " 202 200
0.428 0.703 0.025 " " 0.428906 0.703125 0.026 " " 0.001 0.0 0.001 " " 0.001 0.1
0.517 0.616 0.023 " " 0.51875 0.61875 0.021 " " 0.002 0.002 0.002 " " 0.202 0.2
0.009 0.516 0.024 " " 2 2 2 " " 2 2 2 " " 202 200
0.789 0.186 0.03 " " 0.791406 0.183594 0.026 " " 0.002 0.002 0.004 " " 0.202 0.4
0.6 0.697 0.041 " " 0.598437 0.696875 0.035 " " 0.002 0.0 0.006 " " 0.002 0.6
0.344 0.377 0.026 " " 0.344531 0.379687 0.027 " " 0.001 0.002 0.001 " " 0.201 0.1
0.545 0.379 0.03 " " 0.542969 0.375781 0.029 " " 0.002 0.003 0.001 " " 0.302 0.1
0.616 0.12 0.036 " " 0.621094 0.121094 0.037 " " 0.005 0.001 0.001 " " 0.10500000000000001 0.1
0.151 0.134 0.019 " " 0.153125 0.132812 0.022 " " 0.002 0.002 0.003 " " 0.202 0.3
0.13 0.435 0.03 " " 0.125 0.4375 0.027 " " 0.005 0.002 0.003 " " 0.20500000000000002 0.3
0.214 0.147 0.034 " " 0.210156 0.145313 0.038 " " 0.004 0.002 0.004 " " 0.20400000000000001 0.4
0.352 0.437 0.027 " " 0.353906 0.438281 0.025 " " 0.002 0.002 0.002 " " 0.202 0.2
0.652 0.355 0.028 " " 0.648438 0.358594 0.037 " " 0.004 0.004 0.009 " " 0.404 0.8999999999999999
0.005 0.576 0.025 " " 2 2 2 " " 2 2 2 " " 202 200
0.614 0.258 0.023 " " 0.614062 0.25625 0.021 " " 0.0 0.002 0.002 " " 0.2 0.2
0.273 0.644 0.021 " " 0.272656 0.645312 0.023 " " 0.001 0.002 0.002 " " 0.201 0.2
0.023 0.78 0.033 " " 2 2 2 " " 2 2 2 " " 202 200
0.912 0.485 0.03 " " 0.910937 0.486719 0.031 " " 0.001 0.002 0.001 " " 0.201 0.1
0.093 0.189 0.021 " " 0.090625 0.190625 0.022 " " 0.002 0.002 0.001 " " 0.202 0.1
0.939 0.665 0.034 " " 0.942187 0.666406 0.036 " " 0.003 0.002 0.002 " " 0.203 0.2
0.301 0.562 0.026 " " 0.303906 0.559375 0.026 " " 0.003 0.002 0.0 " " 0.203 0.0
0.891 0.556 0.027 " " 0.891406 0.553906 0.026 " " 0.0 0.002 0.001 " " 0.2 0.1
0.757 0.258 0.04 " " 0.759375 0.2625 0.046 " " 0.002 0.005 0.006 " " 0.502 0.6
0.081 0.145 0.03 " " 0.0828125 0.14375 0.033 " " 0.002 0.001 0.003 " " 0.10200000000000001 0.3
0.034 0.469 0.022 " " 2 2 2 " " 2 2 2 " " 202 200
0.963 0.159 0.032 " " 0.961719 0.158594 0.034 " " 0.001 0.001 0.002 " " 0.101 0.2
0.527 0.652 0.023 " " 0.524219 0.649219 0.022 " " 0.003 0.002 0.001 " " 0.203 0.1
0.643 0.77 0.023 " " 2 2 2 " " 2 2 2 " " 202 200
0.266 0.78 0.033 " " 0.264062 0.776563 0.03 " " 0.002 0.004 0.003 " " 0.402 0.3
0.294 0.08 0.027 " " 0.288281 0.0828125 0.027 " " 0.005 0.002 0.0 " " 0.20500000000000002 0.0
0.14 0.727 0.023 " " 0.141406 0.730469 0.027 " " 0.002 0.003 0.004 " " 0.302 0.4
0.741 0.331 0.028 " " 2 2 2 " " 2 2 2 " " 202 200
0.042 0.78 0.021 " " 2 2 2 " " 2 2 2 " " 202 200
0.076 0.434 0.027 " " 0.0726563 0.432813 0.028 " " 0.003 0.002 0.001 " " 0.203 0.1
0.865 0.175 0.022 " " 2 2 2 " " 2 2 2 " " 202 200
0.114 0.358 0.073 " " 0.100781 0.334375 0.049 " " 0.013 0.024 0.024 " " 2.413 2.4
0.558 0.444 0.036 " " 0.557813 0.446875 0.033 " " 0.0 0.003 0.003 " " 0.3 0.3
0.56 0.606 0.041 " " 0.558594 0.603125 0.052 " " 0.002 0.003 0.011 " " 0.302 1.0999999999999999
0.163 0.738 0.032 " " 0.164062 0.732031 0.029 " " 0.002 0.006 0.003 " " 0.602 0.3
0.433 0.574 0.027 " " 0.433594 0.579687 0.029 " " 0.001 0.005 0.002 " " 0.501 0.2
0.338 0.048 0.051 " " 0.332812 0.0664062 0.032 " " 0.005 0.019 0.019 " " 1.9049999999999998 1.9
0.701 0.191 0.068 " " 2 2 2 " " 2 2 2 " " 202 200
Boxes_list2 Boxes_list1 Cross_boxes "Lie_boxes, %" "True_Boxes>20px, %" "dR<4px, %" "dR<10px, %" "dR<4px(T), %" "dR<10px(T), %"
204 199 189 5.025 100.0 76.19 95.238 76.19 95.238
