x_2 y_2 r_2 " " x_1 y_1 r_1 " " dx dy dr " " abs(dx+dy)% dr%
0.309 0.551 0.031 " " 0.310937 0.554688 0.029 " " 0.002 0.004 0.002 " " 0.402 0.2
0.487 0.209 0.057 " " 0.490625 0.209375 0.055 " " 0.003 0.0 0.002 " " 0.003 0.2
0.583 0.72 0.039 " " 0.582812 0.71875 0.04 " " 0.0 0.001 0.001 " " 0.1 0.1
0.224 0.279 0.036 " " 0.225781 0.278906 0.034 " " 0.002 0.0 0.002 " " 0.002 0.2
0.746 0.745 0.043 " " 0.745313 0.744531 0.038 " " 0.001 0.001 0.005 " " 0.101 0.5
0.577 0.328 0.03 " " 0.575781 0.328906 0.031 " " 0.001 0.001 0.001 " " 0.101 0.1
0.829 0.345 0.03 " " 0.828906 0.346094 0.03 " " 0.0 0.001 0.0 " " 0.1 0.0
0.257 0.427 0.027 " " 0.257812 0.428906 0.026 " " 0.001 0.002 0.001 " " 0.201 0.1
0.834 0.593 0.038 " " 0.833594 0.594531 0.039 " " 0.001 0.002 0.001 " " 0.201 0.1
0.673 0.102 0.032 " " 0.673437 0.102344 0.034 " " 0.001 0.0 0.002 " " 0.001 0.2
0.405 0.366 0.027 " " 0.403125 0.366406 0.025 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.294 0.43 0.027 " " 0.294531 0.43125 0.027 " " 0.001 0.002 0.0 " " 0.201 0.0
0.791 0.656 0.03 " " 0.789844 0.655469 0.03 " " 0.001 0.001 0.0 " " 0.101 0.0
0.243 0.471 0.04 " " 0.242188 0.471094 0.039 " " 0.001 0.0 0.001 " " 0.001 0.1
0.102 0.811 0.056 " " 0.100781 0.815625 0.044 " " 0.001 0.005 0.012 " " 0.501 1.2
0.255 0.83 0.028 " " 0.255469 0.832031 0.029 " " 0.001 0.002 0.001 " " 0.201 0.1
0.852 0.741 0.027 " " 0.852344 0.742188 0.028 " " 0.0 0.002 0.001 " " 0.2 0.1
0.568 0.22 0.039 " " 0.56875 0.21875 0.039 " " 0.001 0.002 0.0 " " 0.201 0.0
0.623 0.729 0.029 " " 0.623438 0.725781 0.027 " " 0.0 0.003 0.002 " " 0.3 0.2
0.375 0.56 0.032 " " 0.375 0.564844 0.031 " " 0.0 0.005 0.001 " " 0.5 0.1
0.539 0.297 0.03 " " 0.540625 0.295312 0.03 " " 0.002 0.002 0.0 " " 0.202 0.0
0.352 0.277 0.036 " " 0.353906 0.275781 0.034 " " 0.002 0.002 0.002 " " 0.202 0.2
0.952 0.245 0.029 " " 0.952344 0.245312 0.031 " " 0.0 0.0 0.002 " " 0.0 0.2
0.151 0.737 0.053 " " 0.152344 0.738281 0.05 " " 0.002 0.002 0.003 " " 0.202 0.3
0.334 0.129 0.028 " " 0.332812 0.128906 0.028 " " 0.002 0.0 0.0 " " 0.002 0.0
0.891 0.28 0.032 " " 0.891406 0.282813 0.034 " " 0.0 0.002 0.002 " " 0.2 0.2
0.698 0.366 0.028 " " 0.696094 0.36875 0.031 " " 0.002 0.002 0.003 " " 0.202 0.3
0.172 0.217 0.027 " " 0.172656 0.217969 0.028 " " 0.001 0.001 0.001 " " 0.101 0.1
0.509 0.326 0.028 " " 0.508594 0.328906 0.027 " " 0.001 0.003 0.001 " " 0.301 0.1
0.576 0.387 0.033 " " 0.578125 0.384375 0.032 " " 0.002 0.002 0.001 " " 0.202 0.1
0.162 0.32 0.031 " " 0.160938 0.320312 0.031 " " 0.001 0.0 0.0 " " 0.001 0.0
0.212 0.086 0.028 " " 0.214844 0.084375 0.024 " " 0.003 0.002 0.004 " " 0.203 0.4
0.387 0.459 0.031 " " 0.384375 0.460156 0.029 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.15 0.436 0.028 " " 0.15 0.432813 0.024 " " 0.0 0.003 0.004 " " 0.3 0.4
0.791 0.029 0.034 " " 0.792969 0.025 0.033 " " 0.002 0.004 0.001 " " 0.402 0.1
0.684 0.062 0.021 " " 0.683594 0.059375 0.018 " " 0.0 0.002 0.003 " " 0.2 0.3
0.188 0.366 0.031 " " 0.192188 0.367188 0.036 " " 0.005 0.001 0.005 " " 0.10500000000000001 0.5
0.339 0.67 0.042 " " 0.3375 0.672656 0.042 " " 0.002 0.002 0.0 " " 0.202 0.0
0.322 0.361 0.027 " " 0.321875 0.360938 0.027 " " 0.0 0.0 0.0 " " 0.0 0.0
0.362 0.181 0.038 " " 0.361719 0.183594 0.038 " " 0.001 0.002 0.0 " " 0.201 0.0
0.553 0.647 0.034 " " 0.555469 0.646875 0.033 " " 0.002 0.0 0.001 " " 0.002 0.1
0.241 0.391 0.026 " " 0.240625 0.391406 0.024 " " 0.001 0.0 0.002 " " 0.001 0.2
0.311 0.171 0.031 " " 0.311719 0.171094 0.03 " " 0.001 0.0 0.001 " " 0.001 0.1
0.249 0.089 0.024 " " 0.246875 0.090625 0.022 " " 0.002 0.002 0.002 " " 0.202 0.2
0.872 0.556 0.033 " " 0.872656 0.557031 0.033 " " 0.001 0.001 0.0 " " 0.101 0.0
0.308 0.73 0.032 " " 0.308594 0.730469 0.033 " " 0.001 0.001 0.001 " " 0.101 0.1
0.703 0.557 0.04 " " 0.701563 0.559375 0.039 " " 0.002 0.002 0.001 " " 0.202 0.1
0.434 0.48 0.032 " " 0.435937 0.479688 0.032 " " 0.002 0.001 0.0 " " 0.10200000000000001 0.0
0.442 0.23 0.033 " " 0.442969 0.230469 0.035 " " 0.001 0.0 0.002 " " 0.001 0.2
0.617 0.652 0.036 " " 0.615625 0.657031 0.04 " " 0.002 0.005 0.004 " " 0.502 0.4
0.669 0.16 0.029 " " 0.666406 0.160156 0.028 " " 0.002 0.0 0.001 " " 0.002 0.1
0.352 0.379 0.03 " " 0.350781 0.380469 0.028 " " 0.001 0.002 0.002 " " 0.201 0.2
0.348 0.058 0.032 " " 0.349219 0.065625 0.034 " " 0.002 0.008 0.002 " " 0.802 0.2
0.322 0.502 0.027 " " 0.321094 0.502344 0.026 " " 0.001 0.001 0.001 " " 0.101 0.1
0.622 0.276 0.034 " " 0.621875 0.275781 0.029 " " 0.0 0.0 0.005 " " 0.0 0.5
0.706 0.498 0.025 " " 0.707812 0.496094 0.025 " " 0.002 0.002 0.0 " " 0.202 0.0
0.21 0.872 0.033 " " 0.210156 0.874219 0.034 " " 0.0 0.002 0.001 " " 0.2 0.1
0.493 0.551 0.049 " " 0.492188 0.547656 0.046 " " 0.001 0.003 0.003 " " 0.301 0.3
0.782 0.882 0.03 " " 0.785156 0.884375 0.024 " " 0.003 0.002 0.006 " " 0.203 0.6
0.815 0.141 0.026 " " 0.814062 0.142969 0.025 " " 0.001 0.002 0.001 " " 0.201 0.1
0.555 0.433 0.027 " " 0.554688 0.434375 0.026 " " 0.001 0.002 0.001 " " 0.201 0.1
0.806 0.097 0.028 " " 0.804688 0.096875 0.033 " " 0.002 0.0 0.005 " " 0.002 0.5
0.487 0.64 0.038 " " 0.482812 0.638281 0.039 " " 0.004 0.002 0.001 " " 0.20400000000000001 0.1
0.169 0.021 0.032 " " 0.167969 0.0242187 0.033 " " 0.001 0.003 0.001 " " 0.301 0.1
0.717 0.078 0.029 " " 0.717188 0.078125 0.028 " " 0.0 0.0 0.001 " " 0.0 0.1
0.67 0.332 0.035 " " 0.667188 0.332031 0.031 " " 0.002 0.0 0.004 " " 0.002 0.4
0.287 0.474 0.029 " " 0.2875 0.471875 0.022 " " 0.0 0.002 0.007 " " 0.2 0.7000000000000001
0.626 0.476 0.037 " " 0.626562 0.475 0.034 " " 0.001 0.001 0.003 " " 0.101 0.3
0.191 0.428 0.028 " " 0.194531 0.428125 0.026 " " 0.003 0.0 0.002 " " 0.003 0.2
0.29 0.069 0.039 " " 0.289844 0.0679687 0.041 " " 0.0 0.001 0.002 " " 0.1 0.2
0.633 0.77 0.025 " " 0.633594 0.767969 0.026 " " 0.001 0.002 0.001 " " 0.201 0.1
0.845 0.082 0.028 " " 0.846094 0.0828125 0.025 " " 0.001 0.001 0.003 " " 0.101 0.3
0.094 0.152 0.028 " " 0.0921875 0.152344 0.031 " " 0.002 0.0 0.003 " " 0.002 0.3
0.732 0.304 0.024 " " 0.730469 0.302344 0.024 " " 0.002 0.002 0.0 " " 0.202 0.0
0.084 0.21 0.037 " " 0.0804688 0.214062 0.03 " " 0.003 0.004 0.007 " " 0.403 0.7000000000000001
0.343 0.908 0.033 " " 0.342969 0.908594 0.028 " " 0.0 0.001 0.005 " " 0.1 0.5
0.17 0.555 0.036 " " 0.169531 0.554688 0.033 " " 0.001 0.0 0.003 " " 0.001 0.3
0.394 0.252 0.026 " " 0.396094 0.253125 0.027 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.08 0.274 0.033 " " 0.0796875 0.273438 0.033 " " 0.001 0.001 0.0 " " 0.101 0.0
0.727 0.131 0.038 " " 0.725781 0.128906 0.042 " " 0.001 0.002 0.004 " " 0.201 0.4
0.909 0.774 0.033 " " 0.908594 0.778906 0.034 " " 0.001 0.005 0.001 " " 0.501 0.1
0.777 0.704 0.026 " " 0.778125 0.703906 0.027 " " 0.002 0.0 0.001 " " 0.002 0.1
0.607 0.318 0.028 " " 0.607813 0.317187 0.028 " " 0.001 0.001 0.0 " " 0.101 0.0
0.525 0.473 0.029 " " 0.529688 0.477344 0.028 " " 0.005 0.004 0.001 " " 0.405 0.1
0.512 0.807 0.029 " " 0.511719 0.80625 0.025 " " 0.001 0.001 0.004 " " 0.101 0.4
0.773 0.084 0.025 " " 0.774219 0.084375 0.025 " " 0.001 0.001 0.0 " " 0.101 0.0
0.94 0.306 0.041 " " 0.935156 0.30625 0.035 " " 0.005 0.0 0.006 " " 0.005 0.6
0.175 0.133 0.048 " " 0.175 0.130469 0.044 " " 0.0 0.002 0.004 " " 0.2 0.4
0.57 0.552 0.027 " " 0.569531 0.550781 0.027 " " 0.001 0.002 0.0 " " 0.201 0.0
0.119 0.114 0.038 " " 0.119531 0.114844 0.042 " " 0.001 0.001 0.004 " " 0.101 0.4
0.531 0.241 0.026 " " 0.529688 0.242188 0.024 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
