x_2 y_2 r_2 " " x_1 y_1 r_1 " " dx dy dr " " abs(dx+dy)% dr%
0.227 0.756 0.03 " " 0.225781 0.757812 0.034 " " 0.001 0.002 0.004 " " 0.201 0.4
0.755 0.728 0.031 " " 0.753906 0.728125 0.03 " " 0.002 0.0 0.001 " " 0.002 0.1
0.036 0.852 0.03 " " 0.0351562 0.853125 0.031 " " 0.001 0.002 0.001 " " 0.201 0.1
0.848 0.152 0.032 " " 0.848437 0.153906 0.034 " " 0.001 0.002 0.002 " " 0.201 0.2
0.627 0.776 0.035 " " 0.626562 0.779688 0.037 " " 0.001 0.004 0.002 " " 0.401 0.2
0.83 0.313 0.043 " " 0.830469 0.314063 0.043 " " 0.001 0.001 0.0 " " 0.101 0.0
0.016 0.341 0.028 " " 0.0171875 0.34375 0.029 " " 0.001 0.002 0.001 " " 0.201 0.1
0.102 0.224 0.031 " " 0.102344 0.227344 0.025 " " 0.001 0.003 0.006 " " 0.301 0.6
0.313 0.696 0.029 " " 0.3125 0.696875 0.032 " " 0.001 0.001 0.003 " " 0.101 0.3
0.86 0.498 0.032 " " 0.861719 0.499219 0.032 " " 0.002 0.002 0.0 " " 0.202 0.0
0.198 0.424 0.032 " " 0.196875 0.426562 0.029 " " 0.001 0.002 0.003 " " 0.201 0.3
0.424 0.4 0.033 " " 0.425 0.401563 0.03 " " 0.001 0.002 0.003 " " 0.201 0.3
0.323 0.245 0.032 " " 0.321875 0.248437 0.032 " " 0.002 0.003 0.0 " " 0.302 0.0
0.246 0.495 0.033 " " 0.246094 0.495313 0.036 " " 0.0 0.001 0.003 " " 0.1 0.3
0.463 0.618 0.031 " " 0.463281 0.621094 0.036 " " 0.001 0.003 0.005 " " 0.301 0.5
0.574 0.366 0.028 " " 0.576563 0.367969 0.025 " " 0.002 0.002 0.003 " " 0.202 0.3
0.459 0.49 0.027 " " 0.458594 0.489062 0.031 " " 0.001 0.001 0.004 " " 0.101 0.4
0.67 0.824 0.035 " " 0.671875 0.822656 0.032 " " 0.002 0.002 0.003 " " 0.202 0.3
0.231 0.799 0.028 " " 0.232031 0.799219 0.028 " " 0.001 0.0 0.0 " " 0.001 0.0
0.472 0.568 0.032 " " 0.473437 0.56875 0.037 " " 0.002 0.001 0.005 " " 0.10200000000000001 0.5
0.654 0.426 0.029 " " 0.653906 0.426562 0.028 " " 0.0 0.001 0.001 " " 0.1 0.1
0.42 0.451 0.029 " " 0.417969 0.451562 0.026 " " 0.002 0.001 0.003 " " 0.10200000000000001 0.3
0.668 0.163 0.04 " " 0.666406 0.1625 0.036 " " 0.002 0.001 0.004 " " 0.10200000000000001 0.4
0.259 0.749 0.027 " " 0.258594 0.75 0.028 " " 0.0 0.001 0.001 " " 0.1 0.1
0.605 0.341 0.028 " " 0.604688 0.340625 0.029 " " 0.001 0.0 0.001 " " 0.001 0.1
0.141 0.204 0.038 " " 0.141406 0.203906 0.036 " " 0.001 0.0 0.002 " " 0.001 0.2
0.291 0.555 0.023 " " 0.290625 0.557031 0.025 " " 0.001 0.002 0.002 " " 0.201 0.2
0.551 0.124 0.028 " " 0.551562 0.121875 0.03 " " 0.001 0.002 0.002 " " 0.201 0.2
