x_2 y_2 r_2 " " x_1 y_1 r_1 " " dx dy dr " " abs(dx+dy)% dr%
0.559 0.066 0.029 " " 0.557031 0.0648438 0.028 " " 0.002 0.002 0.001 " " 0.202 0.1
0.425 0.67 0.028 " " 0.424219 0.670313 0.028 " " 0.001 0.001 0.0 " " 0.101 0.0
0.365 0.113 0.027 " " 0.364844 0.114063 0.026 " " 0.0 0.001 0.001 " " 0.1 0.1
0.725 0.274 0.039 " " 0.727344 0.278906 0.056 " " 0.002 0.005 0.017 " " 0.502 1.7000000000000002
0.484 0.55 0.029 " " 0.485938 0.549219 0.028 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.688 0.338 0.031 " " 0.689062 0.336719 0.028 " " 0.001 0.001 0.003 " " 0.101 0.3
0.184 0.584 0.026 " " 0.185156 0.583594 0.026 " " 0.002 0.0 0.0 " " 0.002 0.0
0.45 0.859 0.048 " " 0.448438 0.852344 0.041 " " 0.002 0.007 0.007 " " 0.7020000000000001 0.7000000000000001
0.346 0.446 0.029 " " 0.346875 0.446094 0.029 " " 0.001 0.0 0.0 " " 0.001 0.0
0.597 0.49 0.025 " " 0.598437 0.489062 0.023 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.427 0.723 0.027 " " 0.425781 0.721875 0.031 " " 0.001 0.002 0.004 " " 0.201 0.4
0.338 0.81 0.028 " " 0.339844 0.807813 0.029 " " 0.002 0.002 0.001 " " 0.202 0.1
0.543 0.56 0.027 " " 0.541406 0.560938 0.027 " " 0.002 0.001 0.0 " " 0.10200000000000001 0.0
0.31 0.491 0.028 " " 0.314063 0.491406 0.025 " " 0.004 0.001 0.003 " " 0.10400000000000001 0.3
0.787 0.27 0.044 " " 0.784375 0.267188 0.042 " " 0.002 0.002 0.002 " " 0.202 0.2
0.301 0.571 0.028 " " 0.299219 0.573438 0.032 " " 0.002 0.002 0.004 " " 0.202 0.4
0.266 0.688 0.021 " " 0.264844 0.688281 0.021 " " 0.001 0.001 0.0 " " 0.101 0.0
0.188 0.316 0.023 " " 0.1875 0.316406 0.019 " " 0.001 0.0 0.004 " " 0.001 0.4
0.259 0.058 0.026 " " 2 2 2 " " 2 2 2 " " 202 200
0.214 0.152 0.019 " " 0.216406 0.152344 0.021 " " 0.002 0.0 0.002 " " 0.002 0.2
0.289 0.531 0.026 " " 0.286719 0.533594 0.022 " " 0.002 0.002 0.004 " " 0.202 0.4
0.527 0.271 0.038 " " 0.528125 0.272656 0.038 " " 0.002 0.002 0.0 " " 0.202 0.0
0.852 0.159 0.028 " " 0.851562 0.159375 0.028 " " 0.001 0.001 0.0 " " 0.101 0.0
0.398 0.571 0.033 " " 0.396875 0.571094 0.033 " " 0.001 0.0 0.0 " " 0.001 0.0
0.566 0.731 0.044 " " 0.566406 0.725781 0.041 " " 0.001 0.005 0.003 " " 0.501 0.3
0.437 0.58 0.025 " " 0.439844 0.579687 0.027 " " 0.003 0.001 0.002 " " 0.10300000000000001 0.2
0.595 0.377 0.041 " " 0.596875 0.377344 0.041 " " 0.002 0.0 0.0 " " 0.002 0.0
0.307 0.392 0.026 " " 0.305469 0.389844 0.027 " " 0.002 0.002 0.001 " " 0.202 0.1
0.186 0.173 0.025 " " 0.183594 0.172656 0.024 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.38 0.299 0.025 " " 0.380469 0.301562 0.026 " " 0.001 0.002 0.001 " " 0.201 0.1
0.364 0.569 0.026 " " 0.365625 0.569531 0.023 " " 0.002 0.001 0.003 " " 0.10200000000000001 0.3
0.013 0.401 0.025 " " 0.0359375 0.43125 0.022 " " 0.023 0.03 0.003 " " 3.023 0.3
0.325 0.143 0.028 " " 0.324219 0.145313 0.027 " " 0.001 0.002 0.001 " " 0.201 0.1
0.152 0.022 0.031 " " 2 2 2 " " 2 2 2 " " 202 200
0.842 0.688 0.036 " " 0.839844 0.684375 0.035 " " 0.002 0.004 0.001 " " 0.402 0.1
0.169 0.82 0.041 " " 0.169531 0.819531 0.041 " " 0.001 0.0 0.0 " " 0.001 0.0
0.652 0.405 0.025 " " 0.65 0.40625 0.023 " " 0.002 0.002 0.002 " " 0.202 0.2
0.414 0.31 0.028 " " 0.414844 0.309375 0.029 " " 0.001 0.001 0.001 " " 0.101 0.1
0.828 0.445 0.049 " " 0.828906 0.446094 0.051 " " 0.001 0.001 0.002 " " 0.101 0.2
0.648 0.085 0.045 " " 0.65 0.0835937 0.046 " " 0.002 0.002 0.001 " " 0.202 0.1
0.325 0.18 0.023 " " 0.324219 0.184375 0.025 " " 0.001 0.004 0.002 " " 0.401 0.2
0.37 0.16 0.028 " " 0.370313 0.158594 0.026 " " 0.0 0.002 0.002 " " 0.2 0.2
0.309 0.305 0.023 " " 2 2 2 " " 2 2 2 " " 202 200
0.086 0.15 0.04 " " 0.0867188 0.153906 0.044 " " 0.001 0.004 0.004 " " 0.401 0.4
0.322 0.757 0.036 " " 0.31875 0.759375 0.037 " " 0.003 0.002 0.001 " " 0.203 0.1
0.489 0.844 0.034 " " 0.490625 0.845312 0.028 " " 0.002 0.002 0.006 " " 0.202 0.6
0.256 0.477 0.024 " " 0.257812 0.479688 0.023 " " 0.002 0.002 0.001 " " 0.202 0.1
0.271 0.743 0.044 " " 0.269531 0.74375 0.042 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.63 0.532 0.037 " " 0.628906 0.527344 0.033 " " 0.001 0.005 0.004 " " 0.501 0.4
0.502 0.305 0.028 " " 0.501562 0.303906 0.031 " " 0.001 0.001 0.003 " " 0.101 0.3
0.45 0.06 0.028 " " 0.447656 0.0601562 0.028 " " 0.002 0.0 0.0 " " 0.002 0.0
0.224 0.594 0.023 " " 0.221875 0.592969 0.024 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.887 0.182 0.024 " " 0.885938 0.182031 0.024 " " 0.002 0.0 0.0 " " 0.002 0.0
0.4 0.258 0.028 " " 0.4 0.257812 0.029 " " 0.0 0.0 0.001 " " 0.0 0.1
0.41 0.19 0.024 " " 0.408594 0.194531 0.029 " " 0.002 0.005 0.005 " " 0.502 0.5
0.286 0.166 0.028 " " 0.288281 0.166406 0.023 " " 0.002 0.001 0.005 " " 0.10200000000000001 0.5
0.098 0.495 0.025 " " 0.096875 0.496094 0.027 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.522 0.653 0.026 " " 0.520312 0.655469 0.028 " " 0.002 0.002 0.002 " " 0.202 0.2
0.345 0.498 0.024 " " 0.345313 0.495313 0.023 " " 0.0 0.002 0.001 " " 0.2 0.1
0.266 0.639 0.022 " " 0.2625 0.636719 0.023 " " 0.003 0.002 0.001 " " 0.203 0.1
0.077 0.438 0.021 " " 2 2 2 " " 2 2 2 " " 202 200
0.466 0.503 0.023 " " 0.466406 0.503906 0.021 " " 0.001 0.001 0.002 " " 0.101 0.2
0.234 0.648 0.024 " " 0.232812 0.650781 0.026 " " 0.001 0.003 0.002 " " 0.301 0.2
0.226 0.325 0.027 " " 0.225781 0.322656 0.026 " " 0.0 0.002 0.001 " " 0.2 0.1
0.296 0.353 0.026 " " 0.296094 0.352344 0.025 " " 0.0 0.001 0.001 " " 0.1 0.1
0.063 0.286 0.026 " " 0.0648438 0.289844 0.024 " " 0.002 0.004 0.002 " " 0.402 0.2
0.595 0.748 0.032 " " 0.596094 0.75 0.033 " " 0.002 0.002 0.001 " " 0.202 0.1
0.22 0.546 0.036 " " 0.221875 0.54375 0.039 " " 0.002 0.002 0.003 " " 0.202 0.3
0.86 0.045 0.028 " " 0.860937 0.0460938 0.027 " " 0.001 0.001 0.001 " " 0.101 0.1
0.382 0.796 0.034 " " 0.382031 0.795313 0.036 " " 0.0 0.001 0.002 " " 0.1 0.2
0.718 0.377 0.024 " " 2 2 2 " " 2 2 2 " " 202 200
0.659 0.458 0.038 " " 0.657812 0.457812 0.038 " " 0.002 0.0 0.0 " " 0.002 0.0
0.462 0.123 0.034 " " 0.464063 0.124219 0.032 " " 0.002 0.002 0.002 " " 0.202 0.2
0.52 0.822 0.027 " " 0.519531 0.825781 0.026 " " 0.001 0.004 0.001 " " 0.401 0.1
0.421 0.087 0.027 " " 0.419531 0.0867188 0.025 " " 0.002 0.0 0.002 " " 0.002 0.2
0.176 0.454 0.025 " " 0.175781 0.45625 0.025 " " 0.0 0.002 0.0 " " 0.2 0.0
0.151 0.663 0.022 " " 0.147656 0.660156 0.032 " " 0.003 0.003 0.01 " " 0.303 1.0
0.465 0.652 0.027 " " 0.467969 0.650781 0.025 " " 0.003 0.002 0.002 " " 0.203 0.2
0.902 0.582 0.027 " " 0.901563 0.582812 0.032 " " 0.0 0.001 0.005 " " 0.1 0.5
0.292 0.673 0.026 " " 0.291406 0.675 0.03 " " 0.001 0.002 0.004 " " 0.201 0.4
0.891 0.262 0.019 " " 0.890625 0.265625 0.021 " " 0.0 0.004 0.002 " " 0.4 0.2
0.554 0.805 0.028 " " 0.553125 0.80625 0.032 " " 0.001 0.002 0.004 " " 0.201 0.4
0.378 0.664 0.029 " " 0.375781 0.66875 0.033 " " 0.002 0.005 0.004 " " 0.502 0.4
0.009 0.368 0.019 " " 0.034375 0.346875 0.022 " " 0.025 0.021 0.003 " " 2.125 0.3
0.753 0.449 0.038 " " 0.754687 0.447656 0.033 " " 0.002 0.002 0.005 " " 0.202 0.5
0.021 0.654 0.031 " " 0.0226563 0.65625 0.034 " " 0.002 0.002 0.003 " " 0.202 0.3
0.309 0.451 0.025 " " 0.310156 0.452344 0.021 " " 0.002 0.002 0.004 " " 0.202 0.4
0.376 0.063 0.026 " " 0.367188 0.0671875 0.023 " " 0.009 0.004 0.003 " " 0.40900000000000003 0.3
0.341 0.537 0.028 " " 0.342187 0.538281 0.025 " " 0.001 0.001 0.003 " " 0.101 0.3
0.735 0.177 0.035 " " 0.733594 0.182812 0.037 " " 0.002 0.005 0.002 " " 0.502 0.2
0.037 0.43 0.024 " " 2 2 2 " " 2 2 2 " " 202 200
0.566 0.229 0.026 " " 0.569531 0.229687 0.025 " " 0.003 0.001 0.001 " " 0.10300000000000001 0.1
0.98 0.285 0.035 " " 2 2 2 " " 2 2 2 " " 202 200
0.935 0.031 0.029 " " 0.933594 0.0335938 0.027 " " 0.002 0.002 0.002 " " 0.202 0.2
0.245 0.45 0.022 " " 0.244531 0.448438 0.021 " " 0.0 0.002 0.001 " " 0.2 0.1
0.013 0.279 0.025 " " 0.0164062 0.278125 0.024 " " 0.004 0.001 0.001 " " 0.10400000000000001 0.1
0.161 0.344 0.025 " " 0.159375 0.344531 0.024 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.901 0.076 0.036 " " 0.901563 0.071875 0.035 " " 0.001 0.004 0.001 " " 0.401 0.1
0.338 0.066 0.021 " " 0.340625 0.0640625 0.02 " " 0.002 0.002 0.001 " " 0.202 0.1
0.491 0.475 0.024 " " 0.490625 0.476562 0.024 " " 0.0 0.002 0.0 " " 0.2 0.0
0.28 0.426 0.021 " " 0.280469 0.426562 0.021 " " 0.0 0.001 0.0 " " 0.1 0.0
0.455 0.259 0.054 " " 0.457031 0.25625 0.057 " " 0.002 0.003 0.003 " " 0.302 0.3
0.293 0.2 0.028 " " 0.294531 0.200781 0.025 " " 0.002 0.001 0.003 " " 0.10200000000000001 0.3
0.473 0.323 0.027 " " 0.474219 0.321875 0.024 " " 0.002 0.001 0.003 " " 0.10200000000000001 0.3
0.355 0.704 0.023 " " 0.352344 0.704687 0.022 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.896 0.225 0.028 " " 0.896094 0.224219 0.024 " " 0.0 0.001 0.004 " " 0.1 0.4
0.862 0.586 0.024 " " 0.860937 0.585156 0.024 " " 0.001 0.001 0.0 " " 0.101 0.0
0.086 0.351 0.036 " " 0.0882813 0.355469 0.041 " " 0.002 0.005 0.005 " " 0.502 0.5
0.469 0.434 0.025 " " 0.467969 0.439063 0.024 " " 0.001 0.005 0.001 " " 0.501 0.1
0.596 0.452 0.025 " " 0.595312 0.454688 0.027 " " 0.001 0.002 0.002 " " 0.201 0.2
0.672 0.647 0.028 " " 0.66875 0.641406 0.028 " " 0.003 0.005 0.0 " " 0.503 0.0
0.292 0.066 0.024 " " 0.289844 0.0640625 0.024 " " 0.002 0.002 0.0 " " 0.202 0.0
0.835 0.31 0.036 " " 0.835938 0.310156 0.031 " " 0.001 0.0 0.005 " " 0.001 0.5
0.295 0.634 0.022 " " 0.29375 0.63125 0.021 " " 0.002 0.002 0.001 " " 0.202 0.1
0.037 0.319 0.026 " " 0.0390625 0.316406 0.025 " " 0.002 0.002 0.001 " " 0.202 0.1
0.607 0.06 0.02 " " 0.609375 0.059375 0.019 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.211 0.632 0.024 " " 0.210156 0.628125 0.025 " " 0.001 0.004 0.001 " " 0.401 0.1
0.821 0.773 0.036 " " 0.81875 0.775 0.04 " " 0.002 0.002 0.004 " " 0.202 0.4
0.52 0.613 0.022 " " 0.521094 0.614844 0.026 " " 0.001 0.002 0.004 " " 0.201 0.4
0.627 0.755 0.029 " " 0.628125 0.752344 0.03 " " 0.002 0.002 0.001 " " 0.202 0.1
0.463 0.709 0.023 " " 0.463281 0.7125 0.028 " " 0.001 0.003 0.005 " " 0.301 0.5
0.569 0.437 0.019 " " 0.569531 0.439063 0.019 " " 0.001 0.002 0.0 " " 0.201 0.0
0.072 0.217 0.043 " " 0.0695312 0.221875 0.037 " " 0.002 0.005 0.006 " " 0.502 0.6
0.241 0.287 0.022 " " 0.239063 0.289062 0.023 " " 0.002 0.002 0.001 " " 0.202 0.1
0.182 0.613 0.02 " " 0.18125 0.615625 0.023 " " 0.001 0.002 0.003 " " 0.201 0.3
0.326 0.634 0.024 " " 0.325781 0.634375 0.025 " " 0.0 0.0 0.001 " " 0.0 0.1
0.587 0.897 0.026 " " 0.589844 0.896094 0.03 " " 0.003 0.001 0.004 " " 0.10300000000000001 0.4
0.577 0.533 0.023 " " 0.576563 0.532031 0.025 " " 0.001 0.001 0.002 " " 0.101 0.2
0.253 0.596 0.029 " " 0.253125 0.594531 0.023 " " 0.0 0.002 0.006 " " 0.2 0.6
0.105 0.591 0.019 " " 0.0960938 0.621094 0.023 " " 0.009 0.03 0.004 " " 3.009 0.4
0.527 0.787 0.03 " " 0.528906 0.780469 0.027 " " 0.002 0.006 0.003 " " 0.602 0.3
0.74 0.495 0.025 " " 0.739062 0.49375 0.021 " " 0.001 0.001 0.004 " " 0.101 0.4
0.591 0.677 0.023 " " 0.591406 0.678906 0.024 " " 0.0 0.002 0.001 " " 0.2 0.1
0.734 0.074 0.029 " " 0.732031 0.071875 0.031 " " 0.002 0.002 0.002 " " 0.202 0.2
0.212 0.223 0.027 " " 2 2 2 " " 2 2 2 " " 202 200
0.177 0.643 0.019 " " 2 2 2 " " 2 2 2 " " 202 200
0.106 0.527 0.025 " " 0.10625 0.529688 0.029 " " 0.0 0.002 0.004 " " 0.2 0.4
0.18 0.676 0.02 " " 0.183594 0.675781 0.03 " " 0.003 0.0 0.01 " " 0.003 1.0
0.873 0.309 0.032 " " 0.870313 0.308594 0.033 " " 0.002 0.0 0.001 " " 0.002 0.1
0.235 0.41 0.026 " " 0.235156 0.411719 0.026 " " 0.0 0.002 0.0 " " 0.2 0.0
0.48 0.792 0.03 " " 0.482031 0.792188 0.032 " " 0.002 0.0 0.002 " " 0.002 0.2
0.741 0.582 0.022 " " 0.741406 0.579687 0.025 " " 0.0 0.002 0.003 " " 0.2 0.3
0.227 0.094 0.022 " " 0.227344 0.0929687 0.022 " " 0.001 0.001 0.0 " " 0.101 0.0
0.592 0.218 0.022 " " 2 2 2 " " 2 2 2 " " 202 200
0.134 0.102 0.025 " " 0.134375 0.103906 0.025 " " 0.001 0.002 0.0 " " 0.201 0.0
0.08 0.063 0.028 " " 0.101562 0.0914062 0.02 " " 0.022 0.028 0.008 " " 2.822 0.8
0.253 0.127 0.017 " " 0.246875 0.135156 0.021 " " 0.006 0.008 0.004 " " 0.806 0.4
0.311 0.608 0.021 " " 2 2 2 " " 2 2 2 " " 202 200
0.791 0.705 0.041 " " 0.789844 0.708594 0.039 " " 0.001 0.004 0.002 " " 0.401 0.2
0.781 0.216 0.02 " " 2 2 2 " " 2 2 2 " " 202 200
0.888 0.469 0.038 " " 0.889844 0.475781 0.033 " " 0.002 0.007 0.005 " " 0.7020000000000001 0.5
0.442 0.187 0.02 " " 0.442187 0.184375 0.02 " " 0.0 0.002 0.0 " " 0.2 0.0
0.592 0.413 0.024 " " 0.595312 0.416406 0.021 " " 0.003 0.003 0.003 " " 0.303 0.3
0.991 0.163 0.016 " " 0.973437 0.184375 0.024 " " 0.018 0.022 0.008 " " 2.2179999999999995 0.8
0.007 0.552 0.021 " " 2 2 2 " " 2 2 2 " " 202 200
0.549 0.617 0.024 " " 0.547656 0.621094 0.026 " " 0.002 0.004 0.002 " " 0.402 0.2
0.562 0.477 0.025 " " 2 2 2 " " 2 2 2 " " 202 200
0.358 0.37 0.029 " " 0.354688 0.369531 0.028 " " 0.003 0.0 0.001 " " 0.003 0.1
0.734 0.539 0.027 " " 0.739062 0.533594 0.023 " " 0.005 0.005 0.004 " " 0.505 0.4
0.443 0.536 0.023 " " 0.444531 0.5375 0.026 " " 0.002 0.002 0.003 " " 0.202 0.3
0.62 0.619 0.029 " " 0.619531 0.617188 0.031 " " 0.001 0.002 0.002 " " 0.201 0.2
0.232 0.501 0.019 " " 0.232031 0.502344 0.021 " " 0.0 0.002 0.002 " " 0.2 0.2
0.138 0.526 0.023 " " 2 2 2 " " 2 2 2 " " 202 200
0.141 0.205 0.027 " " 0.140625 0.20625 0.031 " " 0.001 0.002 0.004 " " 0.201 0.4
0.77 0.77 0.028 " " 0.771094 0.770312 0.029 " " 0.002 0.0 0.001 " " 0.002 0.1
0.362 0.415 0.02 " " 2 2 2 " " 2 2 2 " " 202 200
0.704 0.118 0.028 " " 0.704687 0.119531 0.032 " " 0.001 0.002 0.004 " " 0.201 0.4
0.825 0.228 0.032 " " 0.817969 0.220313 0.026 " " 0.007 0.008 0.006 " " 0.807 0.6
0.972 0.183 0.023 " " 2 2 2 " " 2 2 2 " " 202 200
0.66 0.584 0.035 " " 0.659375 0.583594 0.031 " " 0.001 0.001 0.004 " " 0.101 0.4
0.804 0.568 0.026 " " 0.803125 0.570312 0.029 " " 0.001 0.002 0.003 " " 0.201 0.3
0.463 0.476 0.022 " " 0.461719 0.474219 0.022 " " 0.002 0.002 0.0 " " 0.202 0.0
0.101 0.089 0.025 " " 2 2 2 " " 2 2 2 " " 202 200
0.096 0.62 0.02 " " 2 2 2 " " 2 2 2 " " 202 200
0.02 0.241 0.022 " " 0.021875 0.244531 0.024 " " 0.002 0.003 0.002 " " 0.302 0.2
0.22 0.472 0.021 " " 0.224219 0.473437 0.02 " " 0.004 0.002 0.001 " " 0.20400000000000001 0.1
0.957 0.489 0.026 " " 0.955469 0.478125 0.026 " " 0.001 0.011 0.0 " " 1.1009999999999998 0.0
0.427 0.452 0.026 " " 0.428125 0.452344 0.028 " " 0.001 0.001 0.002 " " 0.101 0.2
0.597 0.098 0.028 " " 0.598437 0.096875 0.027 " " 0.002 0.002 0.001 " " 0.202 0.1
0.405 0.47 0.022 " " 0.403906 0.471094 0.023 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.746 0.626 0.026 " " 0.747656 0.621875 0.027 " " 0.002 0.004 0.001 " " 0.402 0.1
0.07 0.645 0.024 " " 2 2 2 " " 2 2 2 " " 202 200
0.964 0.397 0.035 " " 0.957812 0.39375 0.038 " " 0.006 0.004 0.003 " " 0.406 0.3
0.65 0.249 0.138 " " 0.645312 0.242969 0.129 " " 0.005 0.006 0.009 " " 0.605 0.8999999999999999
0.507 0.155 0.057 " " 0.507031 0.159375 0.042 " " 0.0 0.005 0.015 " " 0.5 1.5
Boxes_list2 Boxes_list1 Cross_boxes "Lie_boxes, %" "True_Boxes>20px, %" "dR<4px, %" "dR<10px, %" "dR<4px(T), %" "dR<10px(T), %"
242 238 222 6.723 100.0 79.279 96.396 79.279 96.396
