x_2 y_2 r_2 " " x_1 y_1 r_1 " " dx dy dr " " abs(dx+dy)% dr%
0.821 0.416 0.039 " " 0.819531 0.417969 0.036 " " 0.002 0.002 0.003 " " 0.202 0.3
0.217 0.205 0.029 " " 0.217187 0.20625 0.027 " " 0.0 0.001 0.002 " " 0.1 0.2
0.777 0.655 0.027 " " 0.777344 0.655469 0.026 " " 0.0 0.0 0.001 " " 0.0 0.1
0.66 0.109 0.045 " " 0.658594 0.109375 0.043 " " 0.002 0.0 0.002 " " 0.002 0.2
0.382 0.059 0.027 " " 0.383594 0.0578125 0.03 " " 0.002 0.002 0.003 " " 0.202 0.3
0.02 0.087 0.028 " " 0.0203125 0.0890625 0.023 " " 0.0 0.002 0.005 " " 0.2 0.5
0.81 0.226 0.031 " " 0.8125 0.225 0.029 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.213 0.315 0.029 " " 0.213281 0.317187 0.031 " " 0.0 0.002 0.002 " " 0.2 0.2
0.967 0.477 0.031 " " 0.966406 0.473437 0.028 " " 0.001 0.004 0.003 " " 0.401 0.3
0.463 0.17 0.03 " " 0.460156 0.169531 0.028 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.764 0.458 0.029 " " 0.760938 0.458594 0.03 " " 0.003 0.001 0.001 " " 0.10300000000000001 0.1
0.724 0.441 0.034 " " 0.721875 0.44375 0.032 " " 0.002 0.003 0.002 " " 0.302 0.2
0.223 0.627 0.028 " " 0.225 0.628125 0.023 " " 0.002 0.001 0.005 " " 0.10200000000000001 0.5
0.541 0.451 0.031 " " 0.542188 0.453125 0.033 " " 0.001 0.002 0.002 " " 0.201 0.2
0.366 0.266 0.043 " " 0.367188 0.264844 0.038 " " 0.002 0.002 0.005 " " 0.202 0.5
0.404 0.584 0.035 " " 0.408594 0.586719 0.036 " " 0.004 0.003 0.001 " " 0.304 0.1
0.559 0.813 0.028 " " 0.557813 0.814062 0.03 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.097 0.346 0.028 " " 0.0984375 0.346094 0.031 " " 0.002 0.0 0.003 " " 0.002 0.3
0.099 0.745 0.032 " " 0.0976562 0.742188 0.029 " " 0.002 0.003 0.003 " " 0.302 0.3
0.509 0.697 0.025 " " 0.507031 0.69375 0.026 " " 0.002 0.003 0.001 " " 0.302 0.1
0.186 0.391 0.033 " " 0.188281 0.391406 0.031 " " 0.002 0.0 0.002 " " 0.002 0.2
0.602 0.361 0.028 " " 0.603906 0.359375 0.027 " " 0.002 0.002 0.001 " " 0.202 0.1
0.263 0.636 0.026 " " 0.265625 0.6375 0.023 " " 0.002 0.002 0.003 " " 0.202 0.3
0.959 0.389 0.023 " " 0.958594 0.390625 0.025 " " 0.001 0.002 0.002 " " 0.201 0.2
0.272 0.281 0.031 " " 0.271875 0.279687 0.027 " " 0.0 0.002 0.004 " " 0.2 0.4
0.032 0.509 0.023 " " 0.0328125 0.508594 0.023 " " 0.001 0.001 0.0 " " 0.101 0.0
0.741 0.588 0.024 " " 0.74375 0.589063 0.025 " " 0.002 0.002 0.001 " " 0.202 0.1
0.527 0.193 0.024 " " 0.528125 0.195312 0.022 " " 0.002 0.002 0.002 " " 0.202 0.2
0.654 0.481 0.026 " " 0.652344 0.479688 0.027 " " 0.002 0.002 0.001 " " 0.202 0.1
0.326 0.51 0.024 " " 0.325 0.510938 0.022 " " 0.001 0.001 0.002 " " 0.101 0.2
0.233 0.821 0.035 " " 0.234375 0.81875 0.035 " " 0.002 0.002 0.0 " " 0.202 0.0
0.293 0.787 0.023 " " 0.29375 0.7875 0.022 " " 0.001 0.0 0.001 " " 0.001 0.1
0.324 0.434 0.029 " " 0.323438 0.434375 0.028 " " 0.001 0.001 0.001 " " 0.101 0.1
0.823 0.17 0.034 " " 0.823438 0.167969 0.034 " " 0.0 0.002 0.0 " " 0.2 0.0
0.52 0.087 0.028 " " 0.520312 0.090625 0.027 " " 0.001 0.004 0.001 " " 0.401 0.1
0.919 0.677 0.029 " " 0.922656 0.676562 0.028 " " 0.004 0.0 0.001 " " 0.004 0.1
0.419 0.21 0.023 " " 0.417188 0.210156 0.022 " " 0.002 0.0 0.001 " " 0.002 0.1
0.272 0.353 0.029 " " 0.272656 0.355469 0.031 " " 0.001 0.002 0.002 " " 0.201 0.2
0.145 0.409 0.023 " " 0.146094 0.408594 0.022 " " 0.002 0.0 0.001 " " 0.002 0.1
0.357 0.425 0.019 " " 2 2 2 " " 2 2 2 " " 202 200
0.408 0.385 0.026 " " 0.407813 0.38125 0.023 " " 0.0 0.004 0.003 " " 0.4 0.3
0.783 0.712 0.028 " " 0.780469 0.713281 0.028 " " 0.002 0.002 0.0 " " 0.202 0.0
0.284 0.751 0.027 " " 0.284375 0.754687 0.026 " " 0.001 0.004 0.001 " " 0.401 0.1
0.589 0.6 0.024 " " 0.590625 0.600781 0.027 " " 0.002 0.001 0.003 " " 0.10200000000000001 0.3
0.477 0.485 0.034 " " 0.478125 0.4875 0.034 " " 0.002 0.002 0.0 " " 0.202 0.0
0.609 0.295 0.028 " " 0.610937 0.295312 0.028 " " 0.002 0.001 0.0 " " 0.10200000000000001 0.0
0.018 0.125 0.024 " " 0.0203125 0.121875 0.025 " " 0.002 0.003 0.001 " " 0.302 0.1
0.571 0.862 0.031 " " 0.572656 0.861719 0.026 " " 0.002 0.0 0.005 " " 0.002 0.5
0.405 0.248 0.024 " " 0.407031 0.246094 0.021 " " 0.002 0.002 0.003 " " 0.202 0.3
0.871 0.225 0.027 " " 0.875 0.224219 0.025 " " 0.004 0.001 0.002 " " 0.10400000000000001 0.2
0.301 0.22 0.029 " " 0.297656 0.220313 0.027 " " 0.003 0.001 0.002 " " 0.10300000000000001 0.2
0.073 0.373 0.03 " " 0.0765625 0.371094 0.03 " " 0.003 0.002 0.0 " " 0.203 0.0
0.207 0.495 0.029 " " 0.207031 0.496094 0.025 " " 0.0 0.001 0.004 " " 0.1 0.4
0.769 0.115 0.044 " " 0.774219 0.107031 0.04 " " 0.005 0.008 0.004 " " 0.805 0.4
0.912 0.598 0.025 " " 0.910156 0.596094 0.024 " " 0.002 0.002 0.001 " " 0.202 0.1
0.657 0.615 0.027 " " 0.655469 0.614062 0.029 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.925 0.631 0.022 " " 0.926562 0.632812 0.024 " " 0.002 0.002 0.002 " " 0.202 0.2
0.602 0.651 0.022 " " 0.600781 0.65 0.027 " " 0.001 0.001 0.005 " " 0.101 0.5
0.805 0.905 0.033 " " 0.807031 0.905469 0.031 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.459 0.588 0.027 " " 0.460156 0.590625 0.028 " " 0.001 0.003 0.001 " " 0.301 0.1
0.188 0.646 0.027 " " 0.190625 0.645312 0.023 " " 0.002 0.001 0.004 " " 0.10200000000000001 0.4
0.845 0.326 0.027 " " 0.844531 0.327344 0.027 " " 0.0 0.002 0.0 " " 0.2 0.0
0.526 0.369 0.036 " " 0.525 0.36875 0.036 " " 0.001 0.0 0.0 " " 0.001 0.0
0.068 0.113 0.026 " " 0.0703125 0.114844 0.024 " " 0.002 0.002 0.002 " " 0.202 0.2
0.052 0.237 0.036 " " 0.053125 0.235156 0.034 " " 0.002 0.002 0.002 " " 0.202 0.2
0.146 0.741 0.033 " " 0.149219 0.739844 0.034 " " 0.003 0.002 0.001 " " 0.203 0.1
0.691 0.614 0.024 " " 0.692969 0.610937 0.025 " " 0.002 0.003 0.001 " " 0.302 0.1
0.266 0.602 0.022 " " 0.264844 0.603125 0.023 " " 0.001 0.001 0.001 " " 0.101 0.1
0.285 0.826 0.028 " " 0.288281 0.825781 0.03 " " 0.003 0.0 0.002 " " 0.003 0.2
0.323 0.938 0.041 " " 0.324219 0.936719 0.037 " " 0.001 0.001 0.004 " " 0.101 0.4
0.248 0.682 0.031 " " 2 2 2 " " 2 2 2 " " 202 200
0.61 0.253 0.025 " " 0.610937 0.253906 0.028 " " 0.001 0.001 0.003 " " 0.101 0.3
0.543 0.251 0.023 " " 2 2 2 " " 2 2 2 " " 202 200
0.843 0.723 0.033 " " 2 2 2 " " 2 2 2 " " 202 200
0.418 0.505 0.028 " " 0.41875 0.503125 0.027 " " 0.001 0.002 0.001 " " 0.201 0.1
0.521 0.613 0.023 " " 0.521875 0.614844 0.023 " " 0.001 0.002 0.0 " " 0.201 0.0
0.695 0.659 0.025 " " 0.696094 0.657812 0.026 " " 0.001 0.002 0.001 " " 0.201 0.1
0.916 0.21 0.03 " " 0.916406 0.210938 0.031 " " 0.0 0.001 0.001 " " 0.1 0.1
0.944 0.59 0.027 " " 0.942969 0.589063 0.026 " " 0.001 0.001 0.001 " " 0.101 0.1
0.315 0.576 0.028 " " 0.315625 0.576563 0.025 " " 0.001 0.001 0.003 " " 0.101 0.3
0.622 0.46 0.03 " " 0.621875 0.465625 0.032 " " 0.0 0.005 0.002 " " 0.5 0.2
0.726 0.498 0.03 " " 0.732031 0.494531 0.022 " " 0.006 0.004 0.008 " " 0.406 0.8
0.33 0.841 0.028 " " 0.328906 0.842188 0.026 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.077 0.502 0.028 " " 0.0734375 0.503125 0.024 " " 0.004 0.001 0.004 " " 0.10400000000000001 0.4
0.989 0.374 0.032 " " 0.990625 0.375781 0.027 " " 0.002 0.002 0.005 " " 0.202 0.5
0.824 0.583 0.023 " " 0.823438 0.585156 0.024 " " 0.001 0.002 0.001 " " 0.201 0.1
0.554 0.653 0.025 " " 0.534375 0.642969 0.025 " " 0.02 0.01 0.0 " " 1.02 0.0
0.781 0.503 0.026 " " 0.779688 0.503906 0.024 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.595 0.552 0.027 " " 0.596094 0.553125 0.025 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.509 0.26 0.03 " " 0.509375 0.2625 0.029 " " 0.0 0.002 0.001 " " 0.2 0.1
0.498 0.748 0.028 " " 0.497656 0.747656 0.027 " " 0.0 0.0 0.001 " " 0.0 0.1
0.034 0.563 0.022 " " 0.05625 0.541406 0.027 " " 0.023 0.022 0.005 " " 2.223 0.5
0.912 0.784 0.027 " " 2 2 2 " " 2 2 2 " " 202 200
0.199 0.431 0.031 " " 0.207813 0.428125 0.02 " " 0.009 0.003 0.011 " " 0.309 1.0999999999999999
0.205 0.257 0.03 " " 0.229687 0.240625 0.018 " " 0.024 0.016 0.012 " " 1.624 1.2
0.555 0.353 0.025 " " 0.554688 0.354688 0.023 " " 0.0 0.002 0.002 " " 0.2 0.2
0.538 0.317 0.022 " " 0.536719 0.317969 0.022 " " 0.002 0.001 0.0 " " 0.10200000000000001 0.0
0.871 0.041 0.034 " " 0.873438 0.040625 0.036 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.14 0.204 0.024 " " 0.141406 0.203125 0.025 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.014 0.541 0.027 " " 2 2 2 " " 2 2 2 " " 202 200
0.174 0.234 0.027 " " 0.175 0.233594 0.026 " " 0.001 0.0 0.001 " " 0.001 0.1
0.582 0.291 0.024 " " 0.579687 0.290625 0.025 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.696 0.061 0.019 " " 0.726562 0.0445312 0.025 " " 0.03 0.016 0.006 " " 1.6300000000000001 0.6
0.677 0.566 0.03 " " 0.675781 0.565625 0.031 " " 0.001 0.001 0.001 " " 0.101 0.1
0.15 0.55 0.03 " " 2 2 2 " " 2 2 2 " " 202 200
0.117 0.487 0.022 " " 0.117969 0.489062 0.023 " " 0.001 0.002 0.001 " " 0.201 0.1
0.575 0.405 0.029 " " 0.571875 0.407031 0.028 " " 0.003 0.002 0.001 " " 0.203 0.1
0.659 0.188 0.055 " " 0.657031 0.186719 0.059 " " 0.002 0.002 0.004 " " 0.202 0.4
0.855 0.446 0.027 " " 0.854688 0.445312 0.029 " " 0.0 0.001 0.002 " " 0.1 0.2
0.573 0.477 0.034 " " 0.575781 0.484375 0.038 " " 0.002 0.008 0.004 " " 0.802 0.4
0.481 0.255 0.023 " " 0.479688 0.25625 0.02 " " 0.002 0.002 0.003 " " 0.202 0.3
0.183 0.471 0.023 " " 0.182812 0.471094 0.025 " " 0.0 0.0 0.002 " " 0.0 0.2
0.53 0.784 0.023 " " 0.528125 0.783594 0.023 " " 0.002 0.001 0.0 " " 0.10200000000000001 0.0
0.176 0.327 0.021 " " 0.183594 0.353125 0.019 " " 0.008 0.026 0.002 " " 2.608 0.2
0.329 0.333 0.033 " " 0.332812 0.340625 0.027 " " 0.004 0.008 0.006 " " 0.804 0.6
0.345 0.166 0.024 " " 0.346094 0.167187 0.023 " " 0.001 0.001 0.001 " " 0.101 0.1
0.051 0.661 0.026 " " 0.0539063 0.660937 0.024 " " 0.003 0.0 0.002 " " 0.003 0.2
0.749 0.266 0.024 " " 0.748438 0.266406 0.025 " " 0.001 0.001 0.001 " " 0.101 0.1
0.433 0.777 0.021 " " 0.432813 0.778906 0.024 " " 0.0 0.002 0.003 " " 0.2 0.3
0.064 0.159 0.028 " " 0.0640625 0.157813 0.024 " " 0.0 0.001 0.004 " " 0.1 0.4
0.256 0.536 0.024 " " 0.258594 0.533594 0.022 " " 0.002 0.002 0.002 " " 0.202 0.2
0.816 0.359 0.024 " " 0.817187 0.360156 0.026 " " 0.001 0.001 0.002 " " 0.101 0.2
0.292 0.327 0.022 " " 0.292969 0.328125 0.025 " " 0.001 0.001 0.003 " " 0.101 0.3
0.735 0.165 0.028 " " 0.734375 0.165625 0.027 " " 0.001 0.001 0.001 " " 0.101 0.1
0.393 0.331 0.036 " " 0.388281 0.330469 0.036 " " 0.005 0.001 0.0 " " 0.10500000000000001 0.0
0.84 0.119 0.026 " " 0.841406 0.117969 0.026 " " 0.002 0.001 0.0 " " 0.10200000000000001 0.0
0.284 0.479 0.025 " " 0.282813 0.480469 0.024 " " 0.001 0.002 0.001 " " 0.201 0.1
0.009 0.203 0.028 " " 0.0101562 0.198437 0.026 " " 0.001 0.005 0.002 " " 0.501 0.2
0.459 0.646 0.031 " " 2 2 2 " " 2 2 2 " " 202 200
0.622 0.594 0.024 " " 0.623438 0.598437 0.023 " " 0.002 0.005 0.001 " " 0.502 0.1
0.316 0.539 0.021 " " 0.315625 0.542188 0.021 " " 0.001 0.003 0.0 " " 0.301 0.0
0.67 0.809 0.027 " " 0.667969 0.810156 0.025 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
0.221 0.578 0.024 " " 0.224219 0.580469 0.023 " " 0.003 0.002 0.001 " " 0.203 0.1
0.539 0.871 0.026 " " 0.542969 0.870313 0.024 " " 0.004 0.001 0.002 " " 0.10400000000000001 0.2
0.711 0.202 0.026 " " 0.707812 0.204688 0.026 " " 0.003 0.003 0.0 " " 0.303 0.0
0.411 0.441 0.023 " " 0.4125 0.441406 0.02 " " 0.002 0.001 0.003 " " 0.10200000000000001 0.3
0.973 0.219 0.076 " " 0.972656 0.2125 0.061 " " 0.0 0.006 0.015 " " 0.6 1.5
0.395 0.219 0.019 " " 2 2 2 " " 2 2 2 " " 202 200
0.884 0.15 0.042 " " 0.884375 0.146875 0.046 " " 0.001 0.003 0.004 " " 0.301 0.4
0.859 0.558 0.03 " " 0.860156 0.554688 0.028 " " 0.002 0.003 0.002 " " 0.302 0.2
0.302 0.259 0.029 " " 0.300781 0.257812 0.027 " " 0.001 0.002 0.002 " " 0.201 0.2
0.604 0.139 0.024 " " 0.60625 0.139062 0.022 " " 0.002 0.0 0.002 " " 0.002 0.2
0.57 0.174 0.026 " " 0.572656 0.174219 0.024 " " 0.002 0.0 0.002 " " 0.002 0.2
0.575 0.637 0.029 " " 0.573438 0.636719 0.028 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.452 0.85 0.027 " " 2 2 2 " " 2 2 2 " " 202 200
0.19 0.563 0.032 " " 0.189844 0.560938 0.029 " " 0.0 0.002 0.003 " " 0.2 0.3
0.773 0.592 0.023 " " 0.772656 0.590625 0.025 " " 0.0 0.002 0.002 " " 0.2 0.2
0.273 0.441 0.024 " " 0.278906 0.442187 0.022 " " 0.005 0.002 0.002 " " 0.20500000000000002 0.2
0.648 0.268 0.028 " " 0.646875 0.267969 0.025 " " 0.002 0.0 0.003 " " 0.002 0.3
0.086 0.185 0.021 " " 0.084375 0.182031 0.018 " " 0.002 0.003 0.003 " " 0.302 0.3
0.5 0.559 0.03 " " 0.499219 0.557031 0.025 " " 0.001 0.002 0.005 " " 0.201 0.5
0.188 0.299 0.021 " " 0.185937 0.296875 0.021 " " 0.002 0.002 0.0 " " 0.202 0.0
0.473 0.105 0.025 " " 0.473437 0.107031 0.025 " " 0.001 0.002 0.0 " " 0.201 0.0
0.129 0.377 0.023 " " 0.132031 0.380469 0.021 " " 0.003 0.003 0.002 " " 0.303 0.2
0.821 0.512 0.028 " " 0.821875 0.515625 0.039 " " 0.001 0.004 0.011 " " 0.401 1.0999999999999999
0.01 0.369 0.023 " " 2 2 2 " " 2 2 2 " " 202 200
0.682 0.269 0.03 " " 0.680469 0.26875 0.031 " " 0.002 0.0 0.001 " " 0.002 0.1
0.755 0.689 0.044 " " 2 2 2 " " 2 2 2 " " 202 200
0.006 0.322 0.026 " " 0.0304688 0.291406 0.025 " " 0.024 0.03 0.001 " " 3.024 0.1
0.895 0.544 0.027 " " 0.89375 0.542188 0.026 " " 0.002 0.002 0.001 " " 0.202 0.1
0.058 0.543 0.025 " " 2 2 2 " " 2 2 2 " " 202 200
0.661 0.717 0.024 " " 0.659375 0.715625 0.027 " " 0.002 0.002 0.003 " " 0.202 0.3
0.201 0.688 0.02 " " 0.203125 0.689844 0.023 " " 0.002 0.002 0.003 " " 0.202 0.3
0.066 0.312 0.042 " " 0.06875 0.308594 0.038 " " 0.002 0.003 0.004 " " 0.302 0.4
0.438 0.723 0.028 " " 0.459375 0.715625 0.022 " " 0.022 0.008 0.006 " " 0.8220000000000001 0.6
0.68 0.69 0.022 " " 0.678906 0.690625 0.022 " " 0.001 0.001 0.0 " " 0.101 0.0
0.011 0.013 0.017 " " 2 2 2 " " 2 2 2 " " 202 200
0.336 0.602 0.025 " " 2 2 2 " " 2 2 2 " " 202 200
0.031 0.29 0.023 " " 2 2 2 " " 2 2 2 " " 202 200
0.255 0.759 0.028 " " 0.25625 0.759375 0.028 " " 0.001 0.001 0.0 " " 0.101 0.0
0.441 0.202 0.022 " " 0.44375 0.202344 0.022 " " 0.002 0.001 0.0 " " 0.10200000000000001 0.0
0.892 0.648 0.026 " " 0.891406 0.648438 0.029 " " 0.001 0.0 0.003 " " 0.001 0.3
0.12 0.152 0.028 " " 2 2 2 " " 2 2 2 " " 202 200
0.168 0.276 0.023 " " 0.169531 0.275 0.022 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.432 0.176 0.018 " " 2 2 2 " " 2 2 2 " " 202 200
0.007 0.638 0.021 " " 2 2 2 " " 2 2 2 " " 202 200
0.187 0.348 0.024 " " 2 2 2 " " 2 2 2 " " 202 200
0.465 0.305 0.03 " " 0.467969 0.304688 0.025 " " 0.003 0.0 0.005 " " 0.003 0.5
0.935 0.489 0.021 " " 0.932813 0.489844 0.022 " " 0.002 0.001 0.001 " " 0.10200000000000001 0.1
0.287 0.531 0.024 " " 0.286719 0.533594 0.023 " " 0.001 0.002 0.001 " " 0.201 0.1
0.233 0.273 0.025 " " 0.253906 0.253125 0.022 " " 0.021 0.02 0.003 " " 2.021 0.3
0.584 0.241 0.022 " " 0.583594 0.242188 0.021 " " 0.0 0.002 0.001 " " 0.2 0.1
0.391 0.466 0.028 " " 0.39375 0.465625 0.023 " " 0.002 0.001 0.005 " " 0.10200000000000001 0.5
0.167 0.673 0.018 " " 2 2 2 " " 2 2 2 " " 202 200
0.115 0.566 0.03 " " 0.114844 0.567187 0.027 " " 0.0 0.002 0.003 " " 0.2 0.3
0.341 0.537 0.018 " " 0.341406 0.534375 0.02 " " 0.001 0.003 0.002 " " 0.301 0.2
0.613 0.101 0.02 " " 0.614844 0.103125 0.021 " " 0.002 0.002 0.001 " " 0.202 0.1
0.083 0.681 0.023 " " 0.0851562 0.68125 0.026 " " 0.002 0.0 0.003 " " 0.002 0.3
0.492 0.677 0.022 " " 2 2 2 " " 2 2 2 " " 202 200
0.219 0.394 0.02 " " 2 2 2 " " 2 2 2 " " 202 200
0.473 0.545 0.023 " " 0.471094 0.546875 0.024 " " 0.002 0.002 0.001 " " 0.202 0.1
0.363 0.134 0.022 " " 0.364844 0.13125 0.025 " " 0.002 0.002 0.003 " " 0.202 0.3
0.728 0.045 0.023 " " 2 2 2 " " 2 2 2 " " 202 200
0.85 0.79 0.048 " " 0.852344 0.796094 0.051 " " 0.002 0.006 0.003 " " 0.602 0.3
0.989 0.663 0.019 " " 0.985937 0.667969 0.025 " " 0.003 0.005 0.006 " " 0.503 0.6
0.265 0.798 0.021 " " 2 2 2 " " 2 2 2 " " 202 200
0.445 0.812 0.02 " " 2 2 2 " " 2 2 2 " " 202 200
0.2 0.803 0.021 " " 0.2 0.803125 0.022 " " 0.0 0.0 0.001 " " 0.0 0.1
0.063 0.44 0.043 " " 0.0640625 0.438281 0.039 " " 0.001 0.002 0.004 " " 0.201 0.4
0.632 0.233 0.019 " " 0.632812 0.232031 0.021 " " 0.001 0.001 0.002 " " 0.101 0.2
0.16 0.447 0.026 " " 0.157031 0.44375 0.024 " " 0.003 0.003 0.002 " " 0.303 0.2
0.517 0.216 0.025 " " 0.496094 0.196094 0.017 " " 0.021 0.02 0.008 " " 2.021 0.8
0.253 0.251 0.018 " " 2 2 2 " " 2 2 2 " " 202 200
0.591 0.798 0.023 " " 0.590625 0.796094 0.022 " " 0.0 0.002 0.001 " " 0.2 0.1
0.486 0.344 0.024 " " 2 2 2 " " 2 2 2 " " 202 200
0.005 0.581 0.013 " " 2 2 2 " " 2 2 2 " " 202 200
0.205 0.875 0.029 " " 2 2 2 " " 2 2 2 " " 202 200
0.147 0.477 0.031 " " 2 2 2 " " 2 2 2 " " 202 200
0.427 0.345 0.027 " " 0.428906 0.341406 0.023 " " 0.002 0.004 0.004 " " 0.402 0.4
0.005 0.511 0.018 " " 2 2 2 " " 2 2 2 " " 202 200
0.053 0.606 0.034 " " 0.0546875 0.605469 0.032 " " 0.002 0.001 0.002 " " 0.10200000000000001 0.2
